date,home_team,home_score,away_score,away_team,tournament,country,city,year
2010-06-16,South Africa,0,3,Uruguay,FIFA WC 2010,South Africa,Pretoria,2010
2010-06-16,Spain,0,1,Switzerland,FIFA WC 2010,South Africa,Durban,2010
2010-06-17,Argentina,4,1,South Korea,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-17,France,0,2,Mexico,FIFA WC 2010,South Africa,Polokwane,2010
2010-06-17,Greece,2,1,Nigeria,FIFA WC 2010,South Africa,Bloemfontein,2010
2010-06-18,England,0,0,Algeria,FIFA WC 2010,South Africa,Cape Town,2010
2010-06-18,Germany,0,1,Serbia,FIFA WC 2010,South Africa,Port Elizabeth,2010
2010-06-18,Slovenia,2,2,United States,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-19,Cameroon,1,2,Denmark,FIFA WC 2010,South Africa,Pretoria,2010
2010-06-19,Ghana,1,1,Australia,FIFA WC 2010,South Africa,Rustenburg,2010
2010-06-19,Netherlands,1,0,Japan,FIFA WC 2010,South Africa,Durban,2010
2010-06-20,Brazil,3,1,Ivory Coast,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-20,Italy,1,1,New Zealand,FIFA WC 2010,South Africa,Nelspruit,2010
2010-06-20,Slovakia,0,2,Paraguay,FIFA WC 2010,South Africa,Bloemfontein,2010
2010-06-21,Chile,1,0,Switzerland,FIFA WC 2010,South Africa,Port Elizabeth,2010
2010-06-21,Portugal,7,0,North Korea,FIFA WC 2010,South Africa,Cape Town,2010
2010-06-21,Spain,2,0,Honduras,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-22,Greece,0,2,Argentina,FIFA WC 2010,South Africa,Polokwane,2010
2010-06-22,Mexico,0,1,Uruguay,FIFA WC 2010,South Africa,Rustenburg,2010
2010-06-22,Nigeria,2,2,South Korea,FIFA WC 2010,South Africa,Durban,2010
2010-06-22,South Africa,2,1,France,FIFA WC 2010,South Africa,Bloemfontein,2010
2010-06-23,Australia,2,1,Serbia,FIFA WC 2010,South Africa,Nelspruit,2010
2010-06-23,Ghana,0,1,Germany,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-23,Slovenia,0,1,England,FIFA WC 2010,South Africa,Port Elizabeth,2010
2010-06-23,United States,1,0,Algeria,FIFA WC 2010,South Africa,Pretoria,2010
2010-06-24,Cameroon,1,2,Netherlands,FIFA WC 2010,South Africa,Cape Town,2010
2010-06-24,Denmark,1,3,Japan,FIFA WC 2010,South Africa,Rustenburg,2010
2010-06-24,Paraguay,0,0,New Zealand,FIFA WC 2010,South Africa,Polokwane,2010
2010-06-24,Slovakia,3,2,Italy,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-25,Chile,1,2,Spain,FIFA WC 2010,South Africa,Pretoria,2010
2010-06-25,North Korea,0,3,Ivory Coast,FIFA WC 2010,South Africa,Nelspruit,2010
2010-06-25,Portugal,0,0,Brazil,FIFA WC 2010,South Africa,Durban,2010
2010-06-25,Switzerland,0,0,Honduras,FIFA WC 2010,South Africa,Bloemfontein,2010
2010-06-26,Uruguay,2,1,South Korea,FIFA WC 2010,South Africa,Port Elizabeth,2010
2010-06-26,United States,1,2,Ghana,FIFA WC 2010,South Africa,Rustenburg,2010
2010-06-27,Argentina,3,1,Mexico,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-27,Germany,4,1,England,FIFA WC 2010,South Africa,Bloemfontein,2010
2010-06-28,Brazil,3,0,Chile,FIFA WC 2010,South Africa,Johannesburg,2010
2010-06-28,Netherlands,2,1,Slovakia,FIFA WC 2010,South Africa,Durban,2010
2010-06-29,Paraguay,0,0,Japan,FIFA WC 2010,South Africa,Pretoria,2010
2010-06-29,Spain,1,0,Portugal,FIFA WC 2010,South Africa,Cape Town,2010
2010-07-02,Netherlands,2,1,Brazil,FIFA WC 2010,South Africa,Port Elizabeth,2010
2010-07-02,Uruguay,1,1,Ghana,FIFA WC 2010,South Africa,Johannesburg,2010
2010-07-03,Argentina,0,4,Germany,FIFA WC 2010,South Africa,Cape Town,2010
2010-07-03,Paraguay,0,1,Spain,FIFA WC 2010,South Africa,Johannesburg,2010
2010-07-06,Uruguay,2,3,Netherlands,FIFA WC 2010,South Africa,Cape Town,2010
2010-07-07,Germany,0,1,Spain,FIFA WC 2010,South Africa,Durban,2010
2010-07-10,Uruguay,2,3,Germany,FIFA WC 2010,South Africa,Port Elizabeth,2010
2010-07-11,Netherlands,0,1,Spain,FIFA WC 2010,South Africa,Johannesburg,2010
2014-06-12,Brazil,3,1,Croatia,FIFA WC 2014,Brazil,São Paulo,2014
2014-06-13,Chile,3,1,Australia,FIFA WC 2014,Brazil,Cuiabá,2014
2014-06-13,Mexico,1,0,Cameroon,FIFA WC 2014,Brazil,Natal,2014
2014-06-13,Spain,1,5,Netherlands,FIFA WC 2014,Brazil,Salvador,2014
2014-06-14,Colombia,3,0,Greece,FIFA WC 2014,Brazil,Belo Horizonte,2014
2014-06-14,England,1,2,Italy,FIFA WC 2014,Brazil,Manaus,2014
2014-06-14,Ivory Coast,2,1,Japan,FIFA WC 2014,Brazil,Recife,2014
2014-06-14,Uruguay,1,3,Costa Rica,FIFA WC 2014,Brazil,Fortaleza,2014
2014-06-15,Argentina,2,1,Bosnia and Herzegovina,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2014-06-15,France,3,0,Honduras,FIFA WC 2014,Brazil,Porto Alegre,2014
2014-06-15,Switzerland,2,1,Ecuador,FIFA WC 2014,Brazil,Brasília,2014
2014-06-16,Germany,4,0,Portugal,FIFA WC 2014,Brazil,Salvador,2014
2014-06-16,Ghana,1,2,United States,FIFA WC 2014,Brazil,Natal,2014
2014-06-16,Iran,0,0,Nigeria,FIFA WC 2014,Brazil,Curitiba,2014
2014-06-17,Belgium,2,1,Algeria,FIFA WC 2014,Brazil,Belo Horizonte,2014
2014-06-17,Brazil,0,0,Mexico,FIFA WC 2014,Brazil,Fortaleza,2014
2014-06-17,Russia,1,1,South Korea,FIFA WC 2014,Brazil,Cuiabá,2014
2014-06-18,Australia,2,3,Netherlands,FIFA WC 2014,Brazil,Curitiba,2014
2014-06-18,Cameroon,0,4,Croatia,FIFA WC 2014,Brazil,Manaus,2014
2014-06-18,Spain,0,2,Chile,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2014-06-19,Colombia,2,1,Ivory Coast,FIFA WC 2014,Brazil,Brasília,2014
2014-06-19,Japan,0,0,Greece,FIFA WC 2014,Brazil,Natal,2014
2014-06-19,Uruguay,2,1,England,FIFA WC 2014,Brazil,São Paulo,2014
2014-06-20,Honduras,1,2,Ecuador,FIFA WC 2014,Brazil,Curitiba,2014
2014-06-20,Italy,0,1,Costa Rica,FIFA WC 2014,Brazil,Recife,2014
2014-06-20,Switzerland,2,5,France,FIFA WC 2014,Brazil,Salvador,2014
2014-06-21,Argentina,1,0,Iran,FIFA WC 2014,Brazil,Belo Horizonte,2014
2014-06-21,Germany,2,2,Ghana,FIFA WC 2014,Brazil,Fortaleza,2014
2014-06-21,Nigeria,1,0,Bosnia and Herzegovina,FIFA WC 2014,Brazil,Cuiabá,2014
2014-06-22,Belgium,1,0,Russia,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2014-06-22,South Korea,2,4,Algeria,FIFA WC 2014,Brazil,Porto Alegre,2014
2014-06-22,United States,2,2,Portugal,FIFA WC 2014,Brazil,Manaus,2014
2014-06-23,Australia,0,3,Spain,FIFA WC 2014,Brazil,Curitiba,2014
2014-06-23,Brazil,4,1,Cameroon,FIFA WC 2014,Brazil,Brasília,2014
2014-06-23,Croatia,1,3,Mexico,FIFA WC 2014,Brazil,Recife,2014
2014-06-23,Netherlands,2,0,Chile,FIFA WC 2014,Brazil,São Paulo,2014
2014-06-24,Costa Rica,0,0,England,FIFA WC 2014,Brazil,Belo Horizonte,2014
2014-06-24,Greece,2,1,Ivory Coast,FIFA WC 2014,Brazil,Fortaleza,2014
2014-06-24,Italy,0,1,Uruguay,FIFA WC 2014,Brazil,Natal,2014
2014-06-24,Japan,1,4,Colombia,FIFA WC 2014,Brazil,Cuiabá,2014
2014-06-25,Bosnia and Herzegovina,3,1,Iran,FIFA WC 2014,Brazil,Salvador,2014
2014-06-25,Ecuador,0,0,France,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2014-06-25,Honduras,0,3,Switzerland,FIFA WC 2014,Brazil,Manaus,2014
2014-06-25,Nigeria,2,3,Argentina,FIFA WC 2014,Brazil,Porto Alegre,2014
2014-06-26,Algeria,1,1,Russia,FIFA WC 2014,Brazil,Curitiba,2014
2014-06-26,South Korea,0,1,Belgium,FIFA WC 2014,Brazil,São Paulo,2014
2014-06-26,Portugal,2,1,Ghana,FIFA WC 2014,Brazil,Brasília,2014
2014-06-26,United States,0,1,Germany,FIFA WC 2014,Brazil,Recife,2014
2014-06-28,Brazil,1,1,Chile,FIFA WC 2014,Brazil,Belo Horizonte,2014
2014-06-28,Colombia,2,0,Uruguay,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2014-06-29,Costa Rica,1,1,Greece,FIFA WC 2014,Brazil,Recife,2014
2014-06-29,Netherlands,2,1,Mexico,FIFA WC 2014,Brazil,Fortaleza,2014
2014-06-30,France,2,0,Nigeria,FIFA WC 2014,Brazil,Brasília,2014
2014-06-30,Germany,2,1,Algeria,FIFA WC 2014,Brazil,Porto Alegre,2014
2014-07-01,Argentina,1,0,Switzerland,FIFA WC 2014,Brazil,São Paulo,2014
2014-07-01,Belgium,2,1,United States,FIFA WC 2014,Brazil,Salvador,2014
2014-07-04,Brazil,2,1,Colombia,FIFA WC 2014,Brazil,Fortaleza,2014
2014-07-04,France,0,1,Germany,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2014-07-05,Argentina,1,0,Belgium,FIFA WC 2014,Brazil,Brasília,2014
2014-07-05,Netherlands,0,0,Costa Rica,FIFA WC 2014,Brazil,Salvador,2014
2014-07-08,Brazil,1,7,Germany,FIFA WC 2014,Brazil,Belo Horizonte,2014
2014-07-09,Netherlands,0,0,Argentina,FIFA WC 2014,Brazil,São Paulo,2014
2014-07-12,Brazil,0,3,Netherlands,FIFA WC 2014,Brazil,Brasília,2014
2014-07-13,Germany,1,0,Argentina,FIFA WC 2014,Brazil,Rio de Janeiro,2014
2018-06-14,Russia,5,0,Saudi Arabia,FIFA WC 2018,Russia,Moscow,2018
2018-06-15,Egypt,0,1,Uruguay,FIFA WC 2018,Russia,Ekaterinburg,2018
2018-06-15,Morocco,0,1,Iran,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-06-15,Portugal,3,3,Spain,FIFA WC 2018,Russia,Sochi,2018
2018-06-16,France,2,1,Australia,FIFA WC 2018,Russia,Kazan,2018
2018-06-16,Argentina,1,1,Iceland,FIFA WC 2018,Russia,Moscow,2018
2018-06-16,Peru,0,1,Denmark,FIFA WC 2018,Russia,Saransk,2018
2018-06-16,Croatia,2,0,Nigeria,FIFA WC 2018,Russia,Kaliningrad,2018
2018-06-17,Costa Rica,0,1,Serbia,FIFA WC 2018,Russia,Samara,2018
2018-06-17,Germany,0,1,Mexico,FIFA WC 2018,Russia,Moscow,2018
2018-06-17,Brazil,1,1,Switzerland,FIFA WC 2018,Russia,Rostov-on-Don,2018
2018-06-18,Sweden,1,0,South Korea,FIFA WC 2018,Russia,Nizhny Novgorod,2018
2018-06-18,Belgium,3,0,Panama,FIFA WC 2018,Russia,Sochi,2018
2018-06-18,Tunisia,1,2,England,FIFA WC 2018,Russia,Volgograd,2018
2018-06-19,Colombia,1,2,Japan,FIFA WC 2018,Russia,Saransk,2018
2018-06-19,Poland,1,2,Senegal,FIFA WC 2018,Russia,Moscow,2018
2018-06-19,Russia,3,1,Egypt,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-06-20,Portugal,1,0,Morocco,FIFA WC 2018,Russia,Moscow,2018
2018-06-20,Uruguay,1,0,Saudi Arabia,FIFA WC 2018,Russia,Rostov-on-Don,2018
2018-06-20,Iran,0,1,Spain,FIFA WC 2018,Russia,Kazan,2018
2018-06-21,Denmark,1,1,Australia,FIFA WC 2018,Russia,Samara,2018
2018-06-21,France,1,0,Peru,FIFA WC 2018,Russia,Ekaterinburg,2018
2018-06-21,Argentina,0,3,Croatia,FIFA WC 2018,Russia,Nizhny Novgorod,2018
2018-06-22,Brazil,2,0,Costa Rica,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-06-22,Nigeria,2,0,Iceland,FIFA WC 2018,Russia,Volgograd,2018
2018-06-22,Serbia,1,2,Switzerland,FIFA WC 2018,Russia,Kaliningrad,2018
2018-06-23,Belgium,5,2,Tunisia,FIFA WC 2018,Russia,Moscow,2018
2018-06-23,South Korea,1,2,Mexico,FIFA WC 2018,Russia,Rostov-on-Don,2018
2018-06-23,Germany,2,1,Sweden,FIFA WC 2018,Russia,Sochi,2018
2018-06-24,England,6,1,Panama,FIFA WC 2018,Russia,Nizhny Novgorod,2018
2018-06-24,Japan,2,2,Senegal,FIFA WC 2018,Russia,Ekaterinburg,2018
2018-06-24,Poland,0,3,Colombia,FIFA WC 2018,Russia,Kazan,2018
2018-06-25,Russia,0,3,Uruguay,FIFA WC 2018,Russia,Samara,2018
2018-06-25,Saudi Arabia,2,1,Egypt,FIFA WC 2018,Russia,Volgograd,2018
2018-06-25,Spain,2,2,Morocco,FIFA WC 2018,Russia,Kaliningrad,2018
2018-06-25,Iran,1,1,Portugal,FIFA WC 2018,Russia,Saransk,2018
2018-06-26,Australia,0,2,Peru,FIFA WC 2018,Russia,Sochi,2018
2018-06-26,Denmark,0,0,France,FIFA WC 2018,Russia,Moscow,2018
2018-06-26,Nigeria,1,2,Argentina,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-06-26,Iceland,1,2,Croatia,FIFA WC 2018,Russia,Rostov-on-Don,2018
2018-06-27,South Korea,2,0,Germany,FIFA WC 2018,Russia,Kazan,2018
2018-06-27,Mexico,0,3,Sweden,FIFA WC 2018,Russia,Ekaterinburg,2018
2018-06-27,Serbia,0,2,Brazil,FIFA WC 2018,Russia,Moscow,2018
2018-06-27,Switzerland,2,2,Costa Rica,FIFA WC 2018,Russia,Nizhny Novgorod,2018
2018-06-28,Japan,0,1,Poland,FIFA WC 2018,Russia,Volgograd,2018
2018-06-28,Senegal,0,1,Colombia,FIFA WC 2018,Russia,Samara,2018
2018-06-28,Panama,1,2,Tunisia,FIFA WC 2018,Russia,Saransk,2018
2018-06-28,England,0,1,Belgium,FIFA WC 2018,Russia,Kaliningrad,2018
2018-06-30,France,4,3,Argentina,FIFA WC 2018,Russia,Kazan,2018
2018-06-30,Uruguay,2,1,Portugal,FIFA WC 2018,Russia,Sochi,2018
2018-07-01,Russia,1,1,Spain,FIFA WC 2018,Russia,Moscow,2018
2018-07-01,Croatia,1,1,Denmark,FIFA WC 2018,Russia,Nizhny Novgorod,2018
2018-07-02,Brazil,2,0,Mexico,FIFA WC 2018,Russia,Samara,2018
2018-07-02,Belgium,3,2,Japan,FIFA WC 2018,Russia,Rostov-on-Don,2018
2018-07-03,Sweden,1,0,Switzerland,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-07-03,Colombia,1,1,England,FIFA WC 2018,Russia,Moscow,2018
2018-07-06,Uruguay,0,2,France,FIFA WC 2018,Russia,Nizhny Novgorod,2018
2018-07-06,Brazil,1,2,Belgium,FIFA WC 2018,Russia,Kazan,2018
2018-07-07,Sweden,0,2,England,FIFA WC 2018,Russia,Samara,2018
2018-07-07,Russia,2,2,Croatia,FIFA WC 2018,Russia,Sochi,2018
2018-07-10,France,1,0,Belgium,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-07-11,Croatia,2,1,England,FIFA WC 2018,Russia,Moscow,2018
2018-07-14,Belgium,2,0,England,FIFA WC 2018,Russia,Saint Petersburg,2018
2018-07-15,France,4,2,Croatia,FIFA WC 2018,Russia,Moscow,2018
2022-11-20,Qatar,0,2,Ecuador,FIFA WC 2022,Qatar,Al Khor,2022
2022-11-21,Senegal,0,2,Netherlands,FIFA WC 2022,Qatar,Doha,2022
2022-11-21,England,6,2,Iran,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-21,United States,1,1,Wales,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-22,Argentina,1,2,Saudi Arabia,FIFA WC 2022,Qatar,Lusail,2022
2022-11-22,Mexico,0,0,Poland,FIFA WC 2022,Qatar,Doha,2022
2022-11-22,Denmark,0,0,Tunisia,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-22,France,4,1,Australia,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-11-23,Germany,1,2,Japan,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-23,Spain,7,0,Costa Rica,FIFA WC 2022,Qatar,Doha,2022
2022-11-23,Morocco,0,0,Croatia,FIFA WC 2022,Qatar,Al Khor,2022
2022-11-23,Belgium,1,0,Canada,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-24,Switzerland,1,0,Cameroon,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-11-24,Brazil,2,0,Serbia,FIFA WC 2022,Qatar,Lusail,2022
2022-11-24,Uruguay,0,0,South Korea,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-24,Portugal,3,2,Ghana,FIFA WC 2022,Qatar,Doha,2022
2022-11-25,Qatar,1,3,Senegal,FIFA WC 2022,Qatar,Doha,2022
2022-11-25,Netherlands,1,1,Ecuador,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-25,Wales,0,2,Iran,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-25,England,0,0,United States,FIFA WC 2022,Qatar,Al Khor,2022
2022-11-26,Poland,2,0,Saudi Arabia,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-26,Argentina,2,0,Mexico,FIFA WC 2022,Qatar,Lusail,2022
2022-11-26,Tunisia,0,1,Australia,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-11-26,France,2,1,Denmark,FIFA WC 2022,Qatar,Doha,2022
2022-11-27,Japan,0,1,Costa Rica,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-27,Spain,1,1,Germany,FIFA WC 2022,Qatar,Al Khor,2022
2022-11-27,Belgium,0,2,Morocco,FIFA WC 2022,Qatar,Doha,2022
2022-11-27,Croatia,4,1,Canada,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-28,Cameroon,3,3,Serbia,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-11-28,Brazil,1,0,Switzerland,FIFA WC 2022,Qatar,Doha,2022
2022-11-28,South Korea,2,3,Ghana,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-28,Portugal,2,0,Uruguay,FIFA WC 2022,Qatar,Lusail,2022
2022-11-29,Ecuador,1,2,Senegal,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-29,Qatar,0,2,Netherlands,FIFA WC 2022,Qatar,Al Khor,2022
2022-11-29,Wales,0,3,England,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-11-29,Iran,0,1,United States,FIFA WC 2022,Qatar,Doha,2022
2022-11-30,Poland,0,2,Argentina,FIFA WC 2022,Qatar,Doha,2022
2022-11-30,Saudi Arabia,1,2,Mexico,FIFA WC 2022,Qatar,Lusail,2022
2022-11-30,Australia,1,0,Denmark,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-11-30,Tunisia,1,0,France,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-01,Japan,2,1,Spain,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-01,Costa Rica,2,4,Germany,FIFA WC 2022,Qatar,Al Khor,2022
2022-12-01,Croatia,0,0,Belgium,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-01,Canada,1,2,Morocco,FIFA WC 2022,Qatar,Doha,2022
2022-12-02,Serbia,2,3,Switzerland,FIFA WC 2022,Qatar,Doha,2022
2022-12-02,Cameroon,1,0,Brazil,FIFA WC 2022,Qatar,Lusail,2022
2022-12-02,Ghana,0,2,Uruguay,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-12-02,South Korea,2,1,Portugal,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-03,Netherlands,3,1,United States,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-03,Argentina,2,1,Australia,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-04,France,3,1,Poland,FIFA WC 2022,Qatar,Doha,2022
2022-12-04,England,3,0,Senegal,FIFA WC 2022,Qatar,Al Khor,2022
2022-12-05,Japan,1,1,Croatia,FIFA WC 2022,Qatar,Al Wakrah,2022
2022-12-05,Brazil,4,1,South Korea,FIFA WC 2022,Qatar,Doha,2022
2022-12-06,Morocco,0,0,Spain,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-06,Portugal,6,1,Switzerland,FIFA WC 2022,Qatar,Lusail,2022
2022-12-09,Croatia,1,1,Brazil,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-09,Netherlands,2,2,Argentina,FIFA WC 2022,Qatar,Lusail,2022
2022-12-10,Morocco,1,0,Portugal,FIFA WC 2022,Qatar,Doha,2022
2022-12-10,England,1,2,France,FIFA WC 2022,Qatar,Al Khor,2022
2022-12-13,Argentina,3,0,Croatia,FIFA WC 2022,Qatar,Lusail,2022
2022-12-14,France,2,0,Morocco,FIFA WC 2022,Qatar,Al Khor,2022
2022-12-17,Croatia,2,1,Morocco,FIFA WC 2022,Qatar,Al Rayyan,2022
2022-12-18,Argentina,3,3,France,FIFA WC 2022,Qatar,Lusail,2022
